index,likeness,c_black,c_white,c_gray,c_red,c_orange,c_yellow,c_green,c_blue,c_purple,c_skyblue,c_brown,c_pink,c_beige,c_charcoal,c_kaki,c_navy,c_neon,c_pastel,l_long,l_nshort,l_short,f_over,f_loose,f_regular,f_semiover,thick_high,thick_normal,thick_low,flex_high,flex_low,flex_normal,fabr_cotton,fab_linnen,fab_poli,fab_rayon,fab_nylon,fab_wool,fab_span,fab_tensil,fab_etc,neck_round,neck_v,neck_pola,neck_hpola,collar_normal,collar_china,collar_open,d_pocket,d_logo,d_frontprint,d_backprint,d_frontletter,d_backletter,d_stripe,d_layerd,d_addcolor,d_sideopen,d_button,d_hpocket,d_zipper,d_sibori,d_etc
172,0,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,1,,,,,,,,,,
173,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,1,,,,1,1,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
174,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,1,1,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
175,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,1,1,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
176,0,,,,,,,1,,,,,,,,,,,1,,,1,,,1,,,,1,1,,,,1,,1,1,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
177,0,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,1,,1,1,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
178,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
179,0,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
180,,,,,1,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
181,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
182,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
183,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
184,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,1,,1,,,,,1,1,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
185,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,,1,1,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
186,1,,,,,,,,,1,,,,,,,,,1,1,,,,1,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
187,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
188,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
189,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,1,,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
190,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,1,,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
191,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,1,,,,1,,,,1,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
192,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,1,1,,,1,,,,,,,,1,,,,0,0,0,0,,,,,1,,,,
193,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,1,,,1,,,,1,1,,,1,,,,,,,,1,,,,0,0,0,0,,,,,1,,,,
194,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,1,1,,,1,,,,,,,,1,,,,0,0,0,0,,,,,1,,,,
195,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,1,1,0,,,,,,,,,
196,0,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,1,1,0,,,,,,,,,
197,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,1,1,0,,,,,,,,,
198,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
199,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
200,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
201,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
202,0,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
203,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
204,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
205,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
206,0,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
207,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
208,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,1,1,,,,,,
209,,,,1,,,,1,,,,,,,,,,,1,,1,,1,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,1,1,,,,,,
210,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,1,1,,,1,,,,,,,,1,,,,0,0,0,0,,,,,1,,,,
211,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,1,1,,,1,,,,,,,,1,,,,0,0,0,0,,,,,1,,,,
212,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,1,,,,1,1,,,1,,,,,,,,1,,,,0,0,0,0,,,,,1,,,,
213,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,1,1,0,0,,,,,,,,,
214,1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,0,,,,,,,,,
215,,,,,,,,1,,,,,,,,,,1,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,0,,,,1,,,,,
216,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,1,0,0,,,,,,,,,
217,0,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,1,,,,,,,
218,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,1,,,,,,,
219,0,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,1,,,,,,,
220,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,1,,,,,,,
221,0,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,1,,,,,,,,
222,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
223,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
224,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,1,0,0,,,,,,,,,
225,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
226,0,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,1,1,,,,,,,,,1,,,,1,,,,0,0,0,0,,,,,,,,,
227,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
228,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,,,1,1,,,1,,,,,,,,1,,,,0,0,0,0,,,,,1,,,,
229,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
230,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
231,0,,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
232,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
233,0,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,,
234,0,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,,
235,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
236,0,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
237,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
238,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
239,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
240,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
241,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
242,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
243,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
244,0,,,,,,,,,,,,1,,,,,,1,,1,,,,1,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
245,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
246,0,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
247,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
248,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
249,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
250,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
251,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
252,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
253,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,,1,,,,,,,,,
254,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,,,,,,,,,,
255,0,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,1,,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
256,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,1,,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
257,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,1,1,,,,,,,,,,,,,1,,,,1,0,0,0,0,,,,,1,,,,
258,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
259,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
260,,,,,,,,1,,,,,,,,,,1,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,,,,,,,,,,
261,0,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,1,,,,,,,,,
262,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,1,,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
263,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,,0,,,,,,,,,
264,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,1,,,,,,,,,
265,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,1,,,,,,,,,
266,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,1,1,0,1,0,0,,,,,,,,,
267,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
268,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
269,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
270,,,,,,,,,1,,,,,,,,1,,,,,1,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
271,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
272,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,,,,,,,,,,
273,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,,,,,,,,,,
274,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,1,,,,1,,,,,,,,,1,,,0,0,0,0,,,1,,,,,,
275,0,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,1,,,,1,,,,,,,,,1,,,0,0,0,0,,,1,,,,,,
276,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,1,0,,,,,,,,,
277,1,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
278,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
279,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,0,0,0,0,,,,,,,,,
280,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,0,0,0,0,,,,,,,,,
281,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,0,0,0,0,,,,,,,,,
282,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,0,0,0,0,,,,,,,,,
283,0,,,,,,,,,,,,1,,,,,,1,,,1,1,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,,,0,0,0,0,,,,,,,,,
284,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,1,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
285,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,1,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
286,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,,,,,,,,,,
287,0,,,,,,,,1,,,,,,,,1,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,,,,,,,,,,
288,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,,0,1,0,,,,,,,,,
289,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
290,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
291,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
292,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
293,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
294,0,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
295,,,,,,,,,,1,,,,,,,,,1,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
296,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
297,1,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
298,0,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
299,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,,
300,,,,,,,,1,,,,,,,,,,1,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,,
301,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,,
302,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,,0,,,,,,,,,,
303,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,,,,,,,,,,
304,,,,,,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
305,0,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
306,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
307,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
308,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,,1,,,,,,,,
309,,,,,,,,,1,,1,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,,1,,,,,,,,
310,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,1,,1,1,,,,,,,,,0,0,0,0,,,,,,,,,
311,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,1,,1,1,,,,,,,,,0,0,0,0,,,,,,,,,
312,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,,1,,,,,,,,
313,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
314,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,1,,,1,,,,,,,,1,1,,,,,,,,,0,0,0,,1,,,,,,,,
315,,1,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,1,,,1,,,,,,,,1,1,,,,,,,,,0,0,0,1,,,,,,,,,
316,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,1,1,,,1,,,,,,,,1,1,,,,,,,,,1,,0,0,,,,,,,,,
317,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
318,0,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,,0,1,,,,,,,,,
319,0,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,,,1,,,,1,,,,,,0,0,0,0,,,,,,,,,
320,0,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,,,1,,,,1,,,,,,0,0,0,0,,,,,,,,,
321,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,,,1,,,,1,,,,,,0,0,0,0,,,,,,,,,
322,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,,,1,,,,1,,,,,,0,0,0,0,,,,,,,,,
323,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,,,1,,,,1,,,,,,0,0,0,0,,,,,,,,,
324,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,1,,,,1,,,,,,0,0,0,0,,,,,,,,,
325,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,1,,,,1,,,,,,0,0,0,0,,,,,,,,,
326,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
327,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
328,0,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
329,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
330,0,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,1
331,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,,,,,,,,,,
332,,,1,,,,,,1,,1,,,,,,,,,,,1,1,,,,,1,,,1,,1,1,,,,,,,1,1,,,,,,,,,0,0,0,0,1,,,,,,,,
333,,,1,,,1,,,,,,1,,,,,,,,,,1,1,,,,,1,,,1,,1,1,,,,,,,1,1,,,,,,,,,0,0,0,0,1,,,,,,,,
334,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
335,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
336,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
337,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
338,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
339,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
340,0,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
341,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,,0,,,,,,,,,
342,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,1,0,,0,,,,,,,,,
343,1,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,1,,,,,,,,,
344,0,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,1,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
345,0,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,1,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
346,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,1,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,,,
347,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
